profile_id,first_name,last_name,gender,ethnicity,name_ID,provider,model,total_tokens,num_nouns,num_verbs,num_adjectives,num_adverbs,num_pronouns,num_numerals,num_other,nouns_per_1k,verbs_per_1k,adjectives_per_1k,adverbs_per_1k,pronouns_per_1k,numerals_per_1k,other_per_1k
307,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,241,73,6,27,2,6,13,114,302.90456431535273,24.89626556016598,112.0331950207469,8.298755186721992,24.89626556016598,53.94190871369295,473.02904564315355
3131,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,298,95,8,22,10,5,13,145,318.79194630872485,26.845637583892618,73.8255033557047,33.557046979865774,16.778523489932887,43.624161073825505,486.5771812080537
377,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,266,97,5,24,3,4,10,123,364.6616541353383,18.796992481203006,90.22556390977444,11.278195488721805,15.037593984962406,37.59398496240601,462.406015037594
465,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,225,73,7,13,4,4,13,111,324.44444444444446,31.111111111111114,57.77777777777778,17.77777777777778,17.77777777777778,57.77777777777778,493.33333333333337
528,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,250,69,7,24,5,4,7,134,276.0,28.0,96.0,20.0,16.0,28.0,536.0
571,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,238,77,2,22,5,2,13,117,323.5294117647059,8.403361344537815,92.43697478991596,21.008403361344538,8.403361344537815,54.6218487394958,491.5966386554622
6,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,173,44,7,12,4,4,12,90,254.33526011560696,40.46242774566474,69.36416184971098,23.121387283236995,23.121387283236995,69.36416184971098,520.2312138728324
762,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,188,70,4,14,1,4,14,81,372.3404255319149,21.27659574468085,74.46808510638297,5.319148936170213,21.27659574468085,74.46808510638297,430.8510638297872
778,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,233,78,5,11,8,4,15,112,334.7639484978541,21.459227467811157,47.21030042918454,34.33476394849785,17.167381974248926,64.37768240343347,480.6866952789699
930,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,321,101,6,25,5,2,20,162,314.64174454828657,18.69158878504673,77.88161993769471,15.57632398753894,6.230529595015576,62.30529595015576,504.67289719626166
1416,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,255,81,8,20,9,5,9,123,317.6470588235294,31.372549019607842,78.4313725490196,35.29411764705882,19.6078431372549,35.29411764705882,482.35294117647055
1485,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,196,62,6,12,10,6,8,92,316.3265306122449,30.612244897959183,61.224489795918366,51.0204081632653,30.612244897959183,40.816326530612244,469.3877551020408
1665,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,333,99,8,24,6,5,25,166,297.2972972972973,24.024024024024023,72.07207207207207,18.01801801801802,15.015015015015013,75.07507507507508,498.49849849849846
1737,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,221,80,5,20,3,2,9,102,361.9909502262443,22.62443438914027,90.49773755656108,13.574660633484163,9.049773755656108,40.723981900452486,461.53846153846155
176,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,237,77,4,21,3,1,15,116,324.8945147679325,16.877637130801688,88.60759493670886,12.658227848101266,4.219409282700422,63.291139240506325,489.45147679324896
1871,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,238,92,6,11,2,5,11,111,386.5546218487395,25.210084033613448,46.21848739495798,8.403361344537815,21.008403361344538,46.21848739495798,466.38655462184875
1885,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,237,82,6,19,3,5,5,117,345.9915611814346,25.31645569620253,80.16877637130801,12.658227848101266,21.09704641350211,21.09704641350211,493.67088607594934
201,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,210,71,7,13,2,6,18,93,338.0952380952381,33.333333333333336,61.904761904761905,9.523809523809524,28.57142857142857,85.71428571428571,442.85714285714283
2100,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,202,78,3,13,3,2,11,92,386.13861386138615,14.85148514851485,64.35643564356435,14.85148514851485,9.900990099009901,54.45544554455446,455.44554455445547
2147,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,227,75,11,15,8,5,20,93,330.39647577092506,48.45814977973568,66.07929515418502,35.242290748898675,22.026431718061673,88.10572687224669,409.6916299559471
2168,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,221,70,5,14,8,5,17,102,316.7420814479638,22.62443438914027,63.34841628959276,36.199095022624434,22.62443438914027,76.92307692307692,461.53846153846155
2173,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,277,98,7,21,5,3,17,126,353.7906137184115,25.27075812274368,75.81227436823104,18.050541516245488,10.830324909747292,61.371841155234655,454.87364620938627
221,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,270,91,5,21,5,5,14,129,337.03703703703707,18.51851851851852,77.77777777777777,18.51851851851852,18.51851851851852,51.851851851851855,477.77777777777777
2566,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,212,69,7,19,3,3,11,100,325.4716981132076,33.0188679245283,89.62264150943396,14.150943396226417,14.150943396226417,51.88679245283019,471.6981132075472
2589,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,235,81,4,17,1,4,16,112,344.6808510638298,17.02127659574468,72.34042553191489,4.25531914893617,17.02127659574468,68.08510638297872,476.59574468085106
